ID,Branch,City,Member,Product Category,Unit price,Quantity,VAT,Total,Date,Time,Payment,gross margin %,Customer Satisfaction
642-61-4706,B,Liverpool,Member,Food and beverages,93.4,2,37.36,224.16,30-03-19,16:34,Cash,5.6,5.5
576-31-4774,B,Liverpool,Normal,Health and beauty,73.41,3,44.046,264.276,02-03-19,13:10,Ewallet,5.6,4
556-41-6224,C,Leeds,Normal,Health and beauty,33.64,8,53.824,322.944,15-02-19,17:10,Credit card,5.6,9.3
811-03-8790,A,Manchester,Normal,Electronic accessories,45.48,10,90.96,545.76,01-03-19,10:22,Credit card,5.6,4.8
242-11-3142,B,Liverpool,Member,Fashion accessories,83.77,2,33.508,201.048,24-02-19,19:57,Cash,5.6,NA
752-23-3760,B,Liverpool,Member,Sports and travel,64.08,7,89.712,538.272,19-02-19,19:29,Credit card,5.6,7.3
274-05-5470,A,Manchester,Member,Food and beverages,73.47,4,58.776,352.656,23-02-19,18:30,Cash,5.6,6
648-94-3045,C,Leeds,Normal,Health and beauty,58.95,10,117.9,707.4,07-02-19,14:27,Ewallet,5.6,8.1
130-67-4723,A,Manchester,Member,Food and beverages,48.5,6,58.2,349.2,11-01-19,13:57,Ewallet,5.6,9.4
528-87-5606,B,Liverpool,Member,Electronic accessories,39.48,1,7.896,47.376,12-02-19,19:43,Cash,5.6,6.5
320-85-2052,B,Liverpool,Normal,Sports and travel,34.81,1,6.962,41.772,14-01-19,10:11,Credit card,5.6,7
370-96-0655,C,Leeds,Normal,Fashion accessories,49.32,6,59.184,355.104,09-01-19,13:46,Ewallet,5.6,7.1
105-10-6182,A,Manchester,Member,Fashion accessories,21.48,2,8.592,51.552,27-02-19,12:22,Ewallet,5.6,6.6
510-79-0415,B,Liverpool,Member,Sports and travel,23.08,6,27.696,166.176,24-01-19,19:20,Ewallet,5.6,4.9
241-96-5076,B,Liverpool,Member,Home and lifestyle,49.1,2,19.64,117.84,08-01-19,12:58,Credit card,5.6,6.4
767-97-4650,B,Liverpool,Member,Sports and travel,64.83,2,25.932,155.592,08-01-19,11:59,Credit card,5.6,8
648-83-1321,A,Manchester,Member,Home and lifestyle,63.56,10,127.12,762.72,16-01-19,17:59,Cash,5.6,4.3
173-57-2300,C,Leeds,Member,Sports and travel,72.88,2,29.152,174.912,13-03-19,12:51,Cash,5.6,6.1
305-03-2383,A,Manchester,Normal,Food and beverages,67.1,3,40.26,241.56,15-02-19,10:36,Cash,5.6,7.5
394-55-6384,C,Leeds,Member,Sports and travel,70.19,9,126.342,758.052,25-01-19,13:38,Cash,5.6,6.7
266-20-6657,C,Leeds,Member,Food and beverages,55.04,7,77.056,462.336,12-03-19,19:39,Ewallet,5.6,5.2
689-05-1884,A,Manchester,Member,Health and beauty,48.63,10,97.26,583.56,04-03-19,12:44,Cash,5.6,NA
196-01-2849,C,Leeds,Member,Fashion accessories,73.38,7,102.732,616.392,10-02-19,13:56,Cash,5.6,9.5
372-62-5264,C,Leeds,Normal,Food and beverages,52.6,9,94.68,568.08,16-01-19,14:42,Cash,5.6,7.6
800-09-8606,A,Manchester,Member,Home and lifestyle,87.37,5,87.37,524.22,29-01-19,19:45,Cash,5.6,6.6
182-52-7000,A,Manchester,Member,Sports and travel,27.04,4,21.632,129.792,01-01-19,20:26,Ewallet,5.6,6.9
826-58-8051,B,Liverpool,Normal,Home and lifestyle,62.19,4,49.752,298.512,06-01-19,19:46,Ewallet,5.6,4.3
868-06-0466,A,Manchester,Member,Electronic accessories,69.58,9,125.244,751.464,19-02-19,19:38,Credit card,5.6,7.8
751-41-9720,C,Leeds,Normal,Home and lifestyle,97.5,10,195,1170,12-01-19,16:18,Ewallet,5.6,8
626-43-7888,C,Leeds,Normal,Fashion accessories,60.41,8,96.656,579.936,07-02-19,12:23,Ewallet,5.6,9.6
176-64-7711,B,Liverpool,Normal,Food and beverages,32.32,3,19.392,116.352,27-03-19,19:11,Credit card,5.6,4.3
191-29-0321,B,Liverpool,Member,Fashion accessories,19.77,10,39.54,237.24,27-02-19,18:57,Credit card,5.6,5
729-06-2010,B,Liverpool,Member,Health and beauty,80.47,9,144.846,869.076,06-01-19,11:18,Cash,5.6,9.2
640-48-5028,B,Liverpool,Member,Home and lifestyle,88.39,9,159.102,954.612,02-03-19,12:40,Cash,5.6,6.3
186-79-9562,B,Liverpool,Normal,Health and beauty,71.77,7,100.478,602.868,29-03-19,14:06,Cash,5.6,8.9
834-45-5519,B,Liverpool,Normal,Electronic accessories,43,4,34.4,206.4,31-01-19,20:48,Ewallet,5.6,7.6
162-65-8559,C,Leeds,Member,Food and beverages,68.98,1,13.796,82.776,21-01-19,20:13,Cash,5.6,4.8
760-27-5490,C,Leeds,Normal,Fashion accessories,15.62,8,24.992,149.952,20-01-19,20:37,Ewallet,5.6,NA
445-30-9252,A,Manchester,Normal,Sports and travel,25.7,3,15.42,92.52,17-01-19,17:59,Ewallet,5.6,6.1
786-94-2700,A,Manchester,Member,Food and beverages,80.62,6,96.744,580.464,28-02-19,20:18,Cash,5.6,9.1
728-88-7867,C,Leeds,Member,Home and lifestyle,75.53,4,60.424,362.544,19-03-19,15:52,Ewallet,5.6,8.3
183-21-3799,C,Leeds,Normal,Electronic accessories,77.63,9,139.734,838.404,19-02-19,15:14,Ewallet,5.6,7.2
268-20-3585,C,Leeds,Normal,Health and beauty,13.85,9,24.93,149.58,04-02-19,12:50,Ewallet,5.6,6
735-32-9839,C,Leeds,Member,Fashion accessories,98.7,8,157.92,947.52,31-01-19,10:36,Ewallet,5.6,8.5
258-92-7466,A,Manchester,Normal,Health and beauty,35.68,5,35.68,214.08,06-02-19,18:33,Credit card,5.6,6.6
857-16-3520,A,Manchester,Member,Fashion accessories,71.46,7,100.044,600.264,28-03-19,16:06,Ewallet,5.6,4.5
482-17-1179,A,Manchester,Member,Electronic accessories,11.94,3,7.164,42.984,19-01-19,12:47,Credit card,5.6,8.1
788-21-5741,A,Manchester,Normal,Fashion accessories,45.38,3,27.228,163.368,17-02-19,13:34,Credit card,5.6,7.2
821-14-9046,B,Liverpool,Member,Fashion accessories,17.48,6,20.976,125.856,18-01-19,15:04,Credit card,5.6,6.1
418-05-0656,B,Liverpool,Normal,Fashion accessories,25.56,7,35.784,214.704,02-02-19,20:42,Cash,5.6,7.1
678-79-0726,C,Leeds,Member,Sports and travel,90.63,9,163.134,978.804,18-01-19,15:28,Cash,5.6,NA
776-68-1096,B,Liverpool,Normal,Home and lifestyle,44.12,3,26.472,158.832,18-03-19,13:45,Credit card,5.6,7.9
592-46-1692,C,Leeds,Member,Food and beverages,36.77,7,51.478,308.868,11-01-19,20:10,Cash,5.6,7.4
434-35-9162,B,Liverpool,Member,Food and beverages,23.34,4,18.672,112.032,04-02-19,18:53,Ewallet,5.6,7.4
149-14-0304,C,Leeds,Member,Health and beauty,28.5,8,45.6,273.6,06-02-19,14:24,Cash,5.6,6.6
442-44-6497,C,Leeds,Member,Home and lifestyle,55.57,3,33.342,200.052,08-01-19,11:42,Credit card,5.6,5.9
174-64-0215,B,Liverpool,Normal,Sports and travel,69.74,10,139.48,836.88,05-03-19,17:49,Credit card,5.6,8.9
210-74-9613,C,Leeds,Normal,Fashion accessories,97.26,4,77.808,466.848,16-03-19,15:33,Ewallet,5.6,6.8
299-29-0180,B,Liverpool,Member,Home and lifestyle,52.18,7,73.052,438.312,09-03-19,10:54,Cash,5.6,9.3
247-11-2470,A,Manchester,Member,Fashion accessories,22.32,4,17.856,107.136,01-03-19,16:23,Credit card,5.6,4.4
635-28-5728,A,Manchester,Normal,Health and beauty,56,3,33.6,201.6,28-02-19,19:33,Ewallet,5.6,4.8
756-49-0168,A,Manchester,Member,Fashion accessories,19.7,1,3.94,23.64,08-02-19,11:39,Ewallet,5.6,NA
438-23-1242,B,Liverpool,Normal,Electronic accessories,75.88,7,106.232,637.392,24-01-19,10:38,Ewallet,5.6,8.9
238-45-6950,B,Liverpool,Member,Food and beverages,53.72,1,10.744,64.464,01-03-19,20:03,Ewallet,5.6,6.4
607-65-2441,C,Leeds,Member,Health and beauty,81.95,10,163.9,983.4,10-03-19,12:39,Credit card,5.6,6
386-27-7606,C,Leeds,Member,Home and lifestyle,81.2,7,113.68,682.08,23-03-19,15:59,Credit card,5.6,8.1
137-63-5492,C,Leeds,Normal,Electronic accessories,58.76,10,117.52,705.12,29-01-19,14:26,Ewallet,5.6,NA
197-77-7132,B,Liverpool,Member,Electronic accessories,91.56,8,146.496,878.976,12-01-19,18:22,Ewallet,5.6,6
805-86-0265,A,Manchester,Normal,Home and lifestyle,93.96,9,169.128,1014.768,20-03-19,11:32,Cash,5.6,9.8
733-29-1227,C,Leeds,Normal,Home and lifestyle,55.61,7,77.854,467.124,23-03-19,12:41,Cash,5.6,8.5
451-73-2711,C,Leeds,Normal,Food and beverages,84.83,1,16.966,101.796,14-01-19,15:20,Ewallet,5.6,8.8
373-14-0504,A,Manchester,Member,Sports and travel,71.63,2,28.652,171.912,12-02-19,14:33,Ewallet,5.6,8.8
546-80-2899,A,Manchester,Member,Home and lifestyle,37.69,2,15.076,90.456,20-02-19,15:29,Ewallet,5.6,9.5
345-68-9016,C,Leeds,Member,Sports and travel,31.67,8,50.672,304.032,02-01-19,16:19,Credit card,5.6,5.6
390-17-5806,C,Leeds,Member,Food and beverages,38.42,1,7.684,46.104,02-02-19,16:33,Cash,5.6,8.6
457-13-1708,B,Liverpool,Member,Fashion accessories,65.23,10,130.46,782.76,08-01-19,19:07,Credit card,5.6,5.2
664-14-2882,C,Leeds,Member,Home and lifestyle,10.53,5,10.53,63.18,30-01-19,14:43,Credit card,5.6,5.8
487-79-6868,B,Liverpool,Member,Home and lifestyle,12.29,9,22.122,132.732,26-03-19,19:28,Credit card,5.6,8
314-23-4520,C,Leeds,Member,Health and beauty,81.23,7,113.722,682.332,15-01-19,20:44,Cash,5.6,9
210-30-7976,B,Liverpool,Member,Fashion accessories,22.32,4,17.856,107.136,14-03-19,11:16,Ewallet,5.6,4.1
585-86-8361,A,Manchester,Normal,Food and beverages,27.28,5,27.28,163.68,03-02-19,10:31,Credit card,5.6,8.6
807-14-7833,A,Manchester,Member,Electronic accessories,17.42,10,34.84,209.04,22-02-19,12:30,Ewallet,5.6,7
775-72-1988,B,Liverpool,Normal,Home and lifestyle,73.28,5,73.28,439.68,24-01-19,15:05,Ewallet,5.6,NA
288-38-3758,C,Leeds,Member,Fashion accessories,84.87,3,50.922,305.532,25-01-19,18:30,Ewallet,5.6,7.4
652-43-6591,A,Manchester,Normal,Fashion accessories,97.29,8,155.664,933.984,09-03-19,13:18,Credit card,5.6,6.2
785-96-0615,B,Liverpool,Member,Electronic accessories,35.74,8,57.184,343.104,17-02-19,15:28,Ewallet,5.6,4.9
406-46-7107,A,Manchester,Normal,Home and lifestyle,96.52,6,115.824,694.944,11-01-19,11:52,Cash,5.6,4.5
250-17-5703,A,Manchester,Member,Food and beverages,18.85,10,37.7,226.2,27-02-19,18:24,Ewallet,5.6,5.6
156-95-3964,A,Manchester,Normal,Food and beverages,55.39,4,44.312,265.872,25-03-19,15:19,Ewallet,5.6,8
842-40-8179,B,Liverpool,Member,Food and beverages,77.2,10,154.4,926.4,11-02-19,10:38,Credit card,5.6,5.6
525-09-8450,B,Liverpool,Normal,Electronic accessories,72.13,10,144.26,865.56,31-01-19,15:12,Credit card,5.6,4.2
410-67-1709,A,Manchester,Member,Fashion accessories,63.88,8,102.208,613.248,20-01-19,17:48,Ewallet,5.6,NA
587-73-4862,A,Manchester,Member,Health and beauty,10.69,5,10.69,64.14,26-03-19,11:07,Ewallet,5.6,7.6
787-87-2010,A,Manchester,Member,Health and beauty,55.5,4,44.4,266.4,20-01-19,15:48,Credit card,5.6,6.6
593-14-4239,B,Liverpool,Normal,Home and lifestyle,95.46,8,152.736,916.416,05-03-19,19:40,Ewallet,5.6,4.7
801-88-0346,C,Leeds,Normal,Fashion accessories,76.06,3,45.636,273.816,05-01-19,20:30,Credit card,5.6,9.8
388-76-2555,B,Liverpool,Normal,Sports and travel,13.69,6,16.428,98.568,13-02-19,13:59,Cash,5.6,6.3
711-31-1234,B,Liverpool,Normal,Electronic accessories,95.64,4,76.512,459.072,16-03-19,18:51,Cash,5.6,7.9
886-54-6089,A,Manchester,Normal,Home and lifestyle,11.43,6,13.716,82.296,15-01-19,17:24,Cash,5.6,7.7
707-32-7409,B,Liverpool,Member,Sports and travel,95.54,4,76.432,458.592,26-02-19,11:58,Ewallet,5.6,4.5
759-98-4285,C,Leeds,Member,Health and beauty,85.87,7,120.218,721.308,27-02-19,19:01,Credit card,5.6,8
201-63-8275,C,Leeds,Member,Sports and travel,67.99,7,95.186,571.116,17-02-19,16:50,Ewallet,5.6,NA
471-06-8611,C,Leeds,Normal,Food and beverages,52.42,1,10.484,62.904,06-02-19,10:22,Credit card,5.6,6.3
200-16-5952,C,Leeds,Member,Food and beverages,65.65,2,26.26,157.56,17-01-19,16:46,Cash,5.6,6
120-54-2248,B,Liverpool,Normal,Food and beverages,28.86,5,28.86,173.16,22-01-19,18:08,Credit card,5.6,8
102-77-2261,C,Leeds,Member,Health and beauty,65.31,7,91.434,548.604,05-03-19,18:02,Credit card,5.6,NA
875-31-8302,B,Liverpool,Normal,Sports and travel,93.38,1,18.676,112.056,03-01-19,13:07,Cash,5.6,9.6
102-06-2002,C,Leeds,Member,Sports and travel,25.25,5,25.25,151.5,20-03-19,17:52,Cash,5.6,6.1
457-94-0464,B,Liverpool,Member,Electronic accessories,87.87,9,158.166,948.996,31-01-19,20:32,Ewallet,5.6,5.6
629-42-4133,C,Leeds,Normal,Health and beauty,21.8,8,34.88,209.28,19-02-19,19:24,Cash,5.6,8.3
534-53-3526,A,Manchester,Normal,Sports and travel,94.76,4,75.808,454.848,11-02-19,16:06,Ewallet,5.6,7.8
307-04-2070,A,Manchester,Member,Fashion accessories,30.62,1,6.124,36.744,05-02-19,14:14,Credit card,5.6,4.1
468-99-7231,C,Leeds,Normal,Home and lifestyle,44.01,8,70.416,422.496,03-03-19,17:36,Cash,5.6,8.8
516-77-6464,C,Leeds,Member,Health and beauty,10.16,5,10.16,60.96,24-02-19,13:08,Ewallet,5.6,NA
404-91-5964,A,Manchester,Normal,Electronic accessories,74.58,7,104.412,626.472,04-02-19,16:09,Credit card,5.6,9
886-77-9084,C,Leeds,Normal,Electronic accessories,71.89,8,115.024,690.144,19-02-19,11:33,Ewallet,5.6,5.5
790-38-4466,C,Leeds,Normal,Health and beauty,10.99,5,10.99,65.94,23-01-19,10:18,Credit card,5.6,9.3
704-10-4056,C,Leeds,Member,Health and beauty,60.47,3,36.282,217.692,14-01-19,10:55,Credit card,5.6,5.6
497-37-6538,A,Manchester,Normal,Sports and travel,58.91,7,82.474,494.844,17-01-19,15:15,Ewallet,5.6,9.7
651-96-5970,A,Manchester,Normal,Fashion accessories,46.41,1,9.282,55.692,03-03-19,20:06,Credit card,5.6,4
400-80-4065,C,Leeds,Member,Health and beauty,68.55,4,54.84,329.04,15-02-19,20:21,Credit card,5.6,9.2
744-16-7898,B,Liverpool,Normal,Home and lifestyle,97.37,10,194.74,1168.44,15-01-19,13:48,Credit card,5.6,4.9
263-12-5321,A,Manchester,Member,Electronic accessories,92.6,7,129.64,777.84,27-02-19,12:52,Credit card,5.6,9.3
702-72-0487,A,Manchester,Normal,Electronic accessories,46.61,2,18.644,111.864,26-02-19,12:28,Credit card,5.6,6.6
605-83-1050,B,Liverpool,Normal,Fashion accessories,27.18,2,10.872,65.232,15-03-19,16:26,Ewallet,5.6,4.3
443-60-9639,C,Leeds,Member,Home and lifestyle,60.87,1,12.174,73.044,24-01-19,13:24,Cash,5.6,5.5
864-24-7918,A,Manchester,Member,Sports and travel,24.49,10,48.98,293.88,22-02-19,15:15,Cash,5.6,8.1
359-94-5395,B,Liverpool,Normal,Health and beauty,92.78,1,18.556,111.336,15-03-19,10:50,Credit card,5.6,NA
401-09-4232,C,Leeds,Member,Home and lifestyle,86.69,5,86.69,520.14,11-02-19,18:38,Ewallet,5.6,9.4
751-15-6198,B,Liverpool,Normal,Sports and travel,23.01,6,27.612,165.672,12-01-19,16:45,Ewallet,5.6,7.9
324-41-6833,C,Leeds,Member,Electronic accessories,30.2,8,48.32,289.92,03-03-19,19:30,Ewallet,5.6,NA
474-33-8305,C,Leeds,Member,Fashion accessories,67.39,7,94.346,566.076,23-03-19,13:23,Ewallet,5.6,6.9
759-29-9521,A,Manchester,Member,Fashion accessories,48.96,9,88.128,528.768,04-03-19,11:27,Cash,5.6,8
831-81-6575,B,Liverpool,Member,Electronic accessories,75.59,9,136.062,816.372,23-02-19,11:12,Cash,5.6,NA
220-68-6701,A,Manchester,Normal,Home and lifestyle,77.47,4,61.976,371.856,17-03-19,16:36,Cash,5.6,4.2
618-34-8551,A,Manchester,Normal,Sports and travel,93.18,2,37.272,223.632,16-01-19,18:41,Credit card,5.6,8.5
257-60-7754,A,Manchester,Normal,Electronic accessories,50.23,4,40.184,241.104,08-01-19,17:12,Cash,5.6,9
559-61-5987,B,Liverpool,Normal,Health and beauty,17.75,1,3.55,21.3,14-01-19,10:38,Cash,5.6,8.6
189-55-2313,C,Leeds,Normal,Fashion accessories,62.18,10,124.36,746.16,31-01-19,10:33,Ewallet,5.6,6
565-91-4567,B,Liverpool,Normal,Health and beauty,10.75,8,17.2,103.2,15-03-19,14:38,Ewallet,5.6,6.2
380-60-5336,A,Manchester,Normal,Electronic accessories,40.26,10,80.52,483.12,24-02-19,18:06,Credit card,5.6,5
815-04-6282,C,Leeds,Member,Sports and travel,64.97,5,64.97,389.82,08-02-19,12:52,Credit card,5.6,6.5
674-56-6360,A,Manchester,Normal,Electronic accessories,95.15,1,19.03,114.18,22-03-19,14:00,Cash,5.6,6
778-34-2523,A,Manchester,Member,Electronic accessories,48.62,8,77.792,466.752,24-01-19,10:57,Cash,5.6,NA
499-27-7781,B,Liverpool,Normal,Food and beverages,53.21,8,85.136,510.816,14-03-19,16:45,Ewallet,5.6,5
477-59-2456,C,Leeds,Normal,Fashion accessories,45.44,7,63.616,381.696,23-01-19,11:15,Cash,5.6,9.2
832-51-6761,A,Manchester,Normal,Food and beverages,33.88,8,54.208,325.248,19-01-19,20:29,Ewallet,5.6,9.6
869-11-3082,B,Liverpool,Member,Health and beauty,96.16,4,76.928,461.568,27-01-19,20:03,Credit card,5.6,8.4
190-59-3964,B,Liverpool,Member,Food and beverages,47.16,5,47.16,282.96,03-02-19,14:35,Credit card,5.6,6
366-43-6862,B,Liverpool,Normal,Electronic accessories,52.89,4,42.312,253.872,25-03-19,16:32,Ewallet,5.6,6.7
186-43-8965,A,Manchester,Member,Home and lifestyle,47.68,2,19.072,114.432,24-02-19,10:10,Credit card,5.6,4.1
784-21-9238,C,Leeds,Member,Sports and travel,10.17,1,2.034,12.204,07-02-19,14:15,Cash,5.6,5.9
276-75-6884,A,Manchester,Normal,Health and beauty,68.71,3,41.226,247.356,04-03-19,10:05,Cash,5.6,8.7
109-86-4363,B,Liverpool,Member,Sports and travel,60.08,7,84.112,504.672,14-02-19,11:36,Credit card,5.6,4.5
569-76-2760,A,Manchester,Member,Sports and travel,22.01,4,17.608,105.648,29-01-19,18:15,Credit card,5.6,6.6
222-42-0244,B,Liverpool,Member,Health and beauty,72.11,9,129.798,778.788,28-01-19,13:53,Credit card,5.6,7.7
760-53-9233,A,Manchester,Member,Fashion accessories,41.28,3,24.768,148.608,26-03-19,18:37,Credit card,5.6,8.5
538-22-0304,C,Leeds,Normal,Electronic accessories,64.95,10,129.9,779.4,24-03-19,18:27,Cash,5.6,5.2
416-17-9926,A,Manchester,Member,Electronic accessories,74.22,10,148.44,890.64,01-01-19,14:42,Credit card,5.6,4.3
237-44-6163,A,Manchester,Normal,Electronic accessories,10.56,8,16.896,101.376,24-01-19,17:43,Cash,5.6,NA
636-17-0325,B,Liverpool,Normal,Health and beauty,62.57,4,50.056,300.336,25-02-19,18:37,Cash,5.6,9.5
343-75-9322,B,Liverpool,Member,Sports and travel,11.85,8,18.96,113.76,09-01-19,16:34,Cash,5.6,4.1
528-14-9470,A,Manchester,Member,Health and beauty,91.3,1,18.26,109.56,14-02-19,14:42,Ewallet,5.6,9.2
427-45-9297,B,Liverpool,Member,Home and lifestyle,40.73,7,57.022,342.132,12-03-19,11:01,Ewallet,5.6,NA
807-34-3742,A,Manchester,Normal,Fashion accessories,52.38,1,10.476,62.856,26-03-19,19:44,Cash,5.6,5.8
288-62-1085,A,Manchester,Member,Fashion accessories,38.54,5,38.54,231.24,09-01-19,13:34,Ewallet,5.6,5.6
670-71-7306,B,Liverpool,Normal,Sports and travel,44.63,6,53.556,321.336,02-01-19,20:08,Credit card,5.6,5.1
660-29-7083,C,Leeds,Normal,Electronic accessories,55.87,10,111.74,670.44,15-01-19,15:01,Cash,5.6,5.8
271-77-8740,C,Leeds,Member,Sports and travel,29.22,6,35.064,210.384,01-01-19,11:40,Ewallet,5.6,5
497-36-0989,A,Manchester,Normal,Fashion accessories,51.94,3,31.164,186.984,15-02-19,15:21,Cash,5.6,7.9
291-59-1384,B,Liverpool,Normal,Electronic accessories,60.3,1,12.06,72.36,28-02-19,17:38,Cash,5.6,6
860-73-6466,A,Manchester,Member,Sports and travel,39.47,2,15.788,94.728,02-03-19,16:16,Credit card,5.6,5
549-23-9016,C,Leeds,Member,Food and beverages,14.87,2,5.948,35.688,13-02-19,18:15,Credit card,5.6,8.9
896-34-0956,A,Manchester,Normal,Fashion accessories,21.32,1,4.264,25.584,26-01-19,12:43,Cash,5.6,5.9
804-38-3935,A,Manchester,Member,Electronic accessories,93.78,3,56.268,337.608,30-01-19,11:32,Credit card,5.6,5.9
585-90-0249,A,Manchester,Member,Electronic accessories,73.26,1,14.652,87.912,27-01-19,18:08,Ewallet,5.6,9.7
862-29-5914,C,Leeds,Normal,Sports and travel,22.38,1,4.476,26.856,30-01-19,17:08,Credit card,5.6,8.6
845-94-6841,C,Leeds,Member,Food and beverages,72.88,9,131.184,787.104,08-01-19,19:38,Cash,5.6,4
125-45-2293,A,Manchester,Normal,Fashion accessories,99.1,6,118.92,713.52,19-01-19,13:11,Cash,5.6,4.2
843-73-4724,A,Manchester,Normal,Fashion accessories,74.1,1,14.82,88.92,25-01-19,11:05,Cash,5.6,9.2
409-33-9708,A,Manchester,Normal,Fashion accessories,98.48,2,39.392,236.352,19-02-19,10:12,Ewallet,5.6,9.2
658-66-3967,C,Leeds,Normal,Health and beauty,53.19,7,74.466,446.796,14-01-19,15:42,Ewallet,5.6,5
866-70-2814,B,Liverpool,Normal,Electronic accessories,52.79,10,105.58,633.48,25-02-19,11:58,Ewallet,5.6,10
160-22-2687,A,Manchester,Member,Health and beauty,95.95,5,95.95,575.7,23-01-19,14:21,Ewallet,5.6,8.8
895-03-6665,B,Liverpool,Normal,Fashion accessories,36.51,9,65.718,394.308,16-02-19,10:52,Cash,5.6,4.2
770-42-8960,B,Liverpool,Normal,Food and beverages,21.12,8,33.792,202.752,01-01-19,19:31,Cash,5.6,6.3
748-45-2862,A,Manchester,Member,Home and lifestyle,28.31,4,22.648,135.888,07-03-19,18:35,Cash,5.6,8.2
234-36-2483,B,Liverpool,Normal,Health and beauty,57.59,6,69.108,414.648,15-02-19,13:51,Cash,5.6,5.1
316-66-3011,A,Manchester,Member,Food and beverages,47.63,9,85.734,514.404,23-01-19,12:35,Cash,5.6,5
848-95-6252,C,Leeds,Member,Home and lifestyle,86.27,1,17.254,103.524,20-02-19,13:24,Ewallet,5.6,7
840-76-5966,A,Manchester,Member,Sports and travel,12.76,2,5.104,30.624,08-01-19,18:06,Ewallet,5.6,7.8
152-03-4217,B,Liverpool,Normal,Home and lifestyle,11.28,9,20.304,121.824,17-03-19,11:55,Credit card,5.6,4.3
533-66-5566,B,Liverpool,Normal,Home and lifestyle,51.07,7,71.498,428.988,12-01-19,11:42,Cash,5.6,7
124-31-1458,A,Manchester,Member,Electronic accessories,79.59,3,47.754,286.524,08-01-19,14:30,Cash,5.6,6.6
176-78-1170,C,Leeds,Member,Health and beauty,33.81,3,20.286,121.716,26-01-19,15:11,Ewallet,5.6,7.3
361-59-0574,B,Liverpool,Member,Sports and travel,90.53,8,144.848,869.088,15-03-19,14:48,Credit card,5.6,6.5
101-81-4070,C,Leeds,Member,Health and beauty,62.82,2,25.128,150.768,17-01-19,12:36,Ewallet,5.6,4.9
631-34-1880,C,Leeds,Member,Food and beverages,24.31,3,14.586,87.516,08-01-19,19:09,Credit card,5.6,4.3
852-82-2749,A,Manchester,Normal,Sports and travel,64.59,4,51.672,310.032,06-01-19,13:35,Ewallet,5.6,9.3
873-14-6353,A,Manchester,Member,Food and beverages,24.82,7,34.748,208.488,16-02-19,10:33,Credit card,5.6,7.1
584-66-4073,C,Leeds,Normal,Fashion accessories,56.5,1,11.3,67.8,13-03-19,15:45,Ewallet,5.6,9.6
544-55-9589,B,Liverpool,Member,Electronic accessories,21.43,10,42.86,257.16,28-01-19,11:51,Cash,5.6,6.2
166-19-2553,A,Manchester,Member,Sports and travel,89.06,6,106.872,641.232,18-01-19,17:26,Cash,5.6,9.9
737-88-5876,A,Manchester,Member,Home and lifestyle,23.29,4,18.632,111.792,19-03-19,11:52,Credit card,5.6,5.9
154-87-7367,C,Leeds,Normal,Home and lifestyle,65.26,8,104.416,626.496,15-03-19,14:04,Ewallet,5.6,6.3
885-56-0389,C,Leeds,Member,Fashion accessories,52.35,1,10.47,62.82,12-02-19,17:49,Cash,5.6,4
608-05-3804,B,Liverpool,Member,Electronic accessories,39.75,1,7.95,47.7,25-02-19,20:19,Cash,5.6,6.1
448-61-3783,A,Manchester,Normal,Electronic accessories,90.02,8,144.032,864.192,21-03-19,16:08,Credit card,5.6,4.5
761-49-0439,B,Liverpool,Member,Electronic accessories,12.1,8,19.36,116.16,19-01-19,10:17,Ewallet,5.6,8.6
490-95-0021,B,Liverpool,Member,Food and beverages,33.21,10,66.42,398.52,08-01-19,14:25,Ewallet,5.6,6
115-38-7388,C,Leeds,Member,Fashion accessories,10.18,8,16.288,97.728,30-03-19,12:51,Credit card,5.6,9.5
311-13-6971,B,Liverpool,Member,Sports and travel,31.99,10,63.98,383.88,20-02-19,15:18,Credit card,5.6,9.9
291-55-6563,A,Manchester,Member,Home and lifestyle,34.42,6,41.304,247.824,30-03-19,12:45,Ewallet,5.6,7.5
548-48-3156,A,Manchester,Member,Food and beverages,83.34,2,33.336,200.016,19-03-19,13:37,Cash,5.6,7.6
460-93-5834,A,Manchester,Normal,Sports and travel,45.58,7,63.812,382.872,13-01-19,10:03,Cash,5.6,5
325-89-4209,A,Manchester,Member,Food and beverages,87.9,1,17.58,105.48,05-02-19,19:42,Ewallet,5.6,6.7
884-80-6021,A,Manchester,Member,Electronic accessories,73.47,10,146.94,881.64,23-03-19,13:14,Ewallet,5.6,9.5
137-74-8729,C,Leeds,Normal,Fashion accessories,12.19,8,19.504,117.024,13-03-19,12:47,Ewallet,5.6,6.8
880-46-5796,A,Manchester,Member,Sports and travel,76.92,10,153.84,923.04,17-03-19,19:53,Ewallet,5.6,5.6
389-70-2397,C,Leeds,Normal,Health and beauty,83.66,5,83.66,501.96,21-02-19,10:26,Cash,5.6,7.2
114-35-5271,B,Liverpool,Normal,Electronic accessories,57.91,8,92.656,555.936,07-02-19,15:06,Cash,5.6,8.1
607-76-6216,C,Leeds,Member,Fashion accessories,92.49,5,92.49,554.94,02-03-19,16:35,Credit card,5.6,8.6
715-20-1673,B,Liverpool,Normal,Electronic accessories,28.38,5,28.38,170.28,06-03-19,20:57,Cash,5.6,9.4
811-35-1094,B,Liverpool,Member,Electronic accessories,50.45,6,60.54,363.24,06-02-19,15:16,Credit card,5.6,8.9
